model,run,ecs,tcr,tau1,tau2,tau3,q1,q2,q3
CIESM,r1i1p1f1,6.255245892208655,2.6923338706032283,1.1672179699966094,7.707778569219463,262.84440265691705,0.15349611591299378,0.4211299846177686,0.9005000148545653
CMCC-CM2-SR5,r1i1p1f1,3.720287975586308,2.303070039036364,0.9473703882717301,7.715473324919836,168.0123110250676,0.2371655460549608,0.2984602431064824,0.3833218222095767
CNRM-CM6-1,r1i1p1f2,3.6099065346273846,2.6564575202414495,1.7364150973156653,28.97680381744443,939.702696243125,0.38056668525485277,0.4037403795827255,0.06416249993391569
CNRM-CM6-1-HR,r1i1p1f2,4.1014086993453125,2.569257164620697,1.2019076358329963,11.629653319636361,262.4404520571848,0.23889024710131385,0.4664157859712377,0.35997408748119003
CNRM-ESM2-1,r1i1p1f2,4.352110210677469,2.388976502125256,0.8018357750481413,8.809043530550225,321.341701243302,0.1650235011337175,0.6659673823757115,0.6446035491043037
CNRM-ESM2-1,r2i1p1f2,4.660600929089932,2.3707653414006775,1.3229124105541945,9.729637697424598,370.99435783846786,0.2769360027041527,0.495882226643015,0.7260386879908515
CNRM-ESM2-1,r3i1p1f2,4.416892717528074,2.362177763446174,1.4539343075936417,11.531242679290099,341.1878189485332,0.23154091229726848,0.6170447239041967,0.65560715863202
CanESM5,r1i1p1f1,5.842960981820232,2.9351488083987465,1.0533628254790666,11.307454518600073,300.8475583111714,0.24153344357082285,0.5553644918636333,0.7670122993582833
CanESM5,r1i1p2f1,5.929808046047975,2.920758021571019,0.9428698504910357,10.649940903111386,299.6237423611902,0.20375377000095515,0.5996693779647306,0.8143821404014109
E3SM-1-0,r1i1p1f1,6.029470247308648,3.095629362909172,0.9707059043237931,11.32995996545845,264.74192505453465,0.20380486040594234,0.6912368869205568,0.8161699700443892
EC-Earth3,r3i1p1f1,4.335309773457711,2.5330713712862587,0.7462678337657593,8.567342324110006,137.7117759845907,0.19122830482757408,0.454372773761593,0.5701899970414334
EC-Earth3,r8i1p1f1,3.6590815302270263,2.667913895997329,1.8430647787400554,41.28825082586721,1415.4682701056902,0.4444820070238756,0.5116851073109165,0.00012188604949423252
EC-Earth3-Veg,r1i1p1f1,3.7006337062257,2.662268035463251,1.8317512718900721,40.85174257295894,1484.4736666361016,0.4315465759194724,0.5444652041856589,0.0017870208535265709
FGOALS-f3-L,r1i1p1f1,3.2450675394491677,2.023366488757126,0.21142771162745425,5.127885706444681,198.3981342507559,0.11440531182155454,0.2979851242965148,0.2848470124035791
FGOALS-f3-L,r2i1p1f1,3.181235414707628,2.0432833089643565,0.035698778857360274,4.968834625644848,184.439566263156,0.06862616862470276,0.35953624487892843,0.2682937578423969
FGOALS-f3-L,r3i1p1f1,3.146116025847136,2.023074214388832,2.3728600546309293,145.3261357854548,0.03265883141405093,0.36675809798903775,0.2706987519028364,4.967530849017508e-09
FGOALS-g3,r1i1p1f1,3.0442136540238995,1.8578184464637484,0.7584290428750471,4.9548342918494965,237.74555363697098,0.13418720722479388,0.33296598986972054,0.32889761932688927
FIO-ESM-2-0,r1i1p1f1,4.666740809639773,2.311565517328311,0.4482035903320889,5.5779807876965375,278.26385622016,0.10924055389254064,0.4236117070143468,0.6165928053503165
FIO-ESM-2-0,r2i1p1f1,4.451772518740379,2.2670566806187433,2.9875274184189053,231.32028115004863,0.030155531005914945,0.3980863917588197,0.478348183483354,3.855627703489177e-09
FIO-ESM-2-0,r3i1p1f1,4.368353368915774,2.349196633263929,0.6885735288958275,7.560695246848665,286.3759106983821,0.14920536477291627,0.45741592963248245,0.5389194740390034
GFDL-CM4,r1i1p1f1,4.493094111748449,2.194002871488268,0.02976046264712173,2.3498665871852302,267.29633179401446,2.3592116994212736e-05,0.4338970551177024,0.5626361669446514
GFDL-ESM4,r1i1p1f1,2.6611616264541427,1.7857285657825401,1.1194990208154836,7.244150527935909,313.4978604699954,0.21554176157948127,0.2784586411653968,0.2291438370057712
GISS-E2-1-G,r102i1p1f1,2.5845709268197963,1.7603169500964277,0.6817299443059364,5.099443343989194,304.823427886065,0.171851371315319,0.2489031798208014,0.19873301595834827
GISS-E2-1-G,r1i1p1f1,2.781477209019854,1.7625149612304296,0.8885012209231578,5.494845237114215,353.18533055290817,0.20989807437011407,0.22644378275870275,0.2573996364287367
GISS-E2-1-G,r1i1p3f1,2.841704924252536,1.673057288333069,1.2263380725831579,10.194589898199512,478.78632523743187,0.3010514481705408,0.13349326874320716,0.29628171604306514
GISS-E2-1-G,r1i1p5f1,2.6720181382145265,1.7665282252514034,0.923907161849331,7.965517939920122,498.7409726515783,0.2595864516150405,0.17530002039881534,0.2084178785340466
GISS-E2-1-H,r1i1p1f1,2.5619732817642564,1.9593502311440298,1.6163616195059693,38.28979291329084,1154.743782603461,0.3370483484158065,0.2616881169242582,0.016995468886384157
GISS-E2-1-H,r1i1p3f1,3.24971460588633,1.926829324393663,0.35740904163733817,5.98182020584304,211.23590703577847,0.13641178386626995,0.37323507651935717,0.39283347707092314
GISS-E2-2-G,r1i1p1f1,2.0369505533297003,1.675042253030787,0.8517895063867396,9.770125594595555,642.3390269858835,0.21613664257254833,0.23307144044483863,0.0577989197913121
HadGEM3-GC31-LL,r1i1p1f3,5.908325192107587,2.8330490521830884,0.8461423459552104,9.196307267851882,272.984429372693,0.1605020402902421,0.603151698541731,0.8725285267090545
HadGEM3-GC31-MM,r1i1p1f3,5.540910911979268,2.770224350261722,1.1111317889889414,12.33964024702407,251.47744834713603,0.2800126215840374,0.48480005810501076,0.7830587003462967
IITM-ESM,r1i1p1f1,2.369036760253578,1.66878482706036,0.698634383007506,5.930634903219922,290.6699356404643,0.162804320743522,0.19296643289097798,0.14672786975596294
INM-CM4-8,r1i1p1f1,1.8826083032670249,1.4054688421902597,1.0770636352824625,6.3076235347433425,84.32860104161946,0.20649903451844928,0.22599737944861759,0.2012282626293167
INM-CM5-0,r1i1p1f1,2.0184685245160976,1.4222481112330125,1.1561222711475407,7.357024715184329,174.1000485411325,0.21431678048297234,0.2357621219400999,0.19761106201352455
IPSL-CM6A-LR,r1i1p1f1,4.898243116748961,2.6951923111878378,1.2004656104295177,12.647780009398602,298.70802591134833,0.30372526950956286,0.49053895554038235,0.5954295399851742
KACE-1-0-G,r1i1p1f1,5.355879075748912,2.5036919121405097,0.4775634314551787,6.07400977725974,336.51808082613724,0.15055482799151917,0.45831835013553524,0.7639932490650055
KIOST-ESM,r1i1p1f1,3.8653962110482394,1.9879910666512832,0.4708273707511126,5.215924456836904,297.5599447236672,0.18871983065282108,0.32742383297881295,0.5541035995946527
MIROC-ES2L,r1i1p1f2,2.0892009847716158,1.79320330178088,1.0151203498869896,13.528502749717935,717.9706177163126,0.21061739282038194,0.228809158993056,0.01850099217292379
MIROC6,r1i1p1f1,2.14680534964853,1.7113079995766012,1.298327664458791,23.93530614528381,769.3228932958796,0.29550660009815927,0.15895204158128862,0.046523352019941226
MPI-ESM-1-2-HAM,r1i1p1f1,3.267930500225545,1.9383205605045264,1.2352510894448632,7.556455510874502,299.196428218681,0.20923873499800932,0.24388602481146163,0.31776770766780604
MPI-ESM1-2-HR,r1i1p1f1,3.338578390268437,1.8885724891389233,1.7033782269823006,9.490929951372909,261.9175556401813,0.30063829211508625,0.16455256143485703,0.3882514679100262
MPI-ESM1-2-LR,r1i1p1f1,3.1866857791546,2.010960631293342,1.2608001062166823,5.7592230044563575,244.77133382864068,0.1885129019064977,0.25023727820383834,0.27481379835700953
MRI-ESM2-0,r10i1p1f1,3.430663176805274,1.8083232052609983,0.5786951603512757,4.915486102227899,255.9081632036894,0.1261049007444421,0.31733672915143235,0.46269799343345624
MRI-ESM2-0,r13i1p1f1,3.284271051638882,1.8335918433727898,1.000004238339061,5.594485392934502,246.92112086456186,0.17512712185784146,0.2764274574727041,0.4067352049187131
MRI-ESM2-0,r1i1p1f1,3.41048546262664,1.8037926405874376,0.8494224484420719,5.14106461748495,243.38772754212752,0.15079364314345467,0.28916691924761156,0.4619288200189432
MRI-ESM2-0,r1i2p1f1,3.213735556121273,1.8268910635217817,0.7895680549846859,5.104434852488973,250.9422997014777,0.14501793559906048,0.3179795032220375,0.39590354451457244
MRI-ESM2-0,r4i1p1f1,3.3343268665713297,1.8168929545663435,0.8316572850492454,5.275001889662678,244.05129931494378,0.1466403285677423,0.3124179603977254,0.44234381578657356
MRI-ESM2-0,r7i1p1f1,3.384982728562827,1.8179988782809293,0.7792691454699693,6.231236002023116,260.79065446531865,0.17446167113242703,0.3042866051797919,0.4641238478042716
NESM3,r1i1p1f1,4.2252162289034825,2.846484751653575,1.1919003308304714,22.573559457731243,460.18982458411364,0.46006410729101016,0.33077880484320504,0.24580557615071819
NorCPM1,r1i1p1f1,3.5117265787999727,1.7541004598709375,1.5651230620911825,7.171168787618395,288.93454765376185,0.21834525435180835,0.23729310983579996,0.5120464145872955
NorESM2-LM,r1i1p1f1,2.4462614458738683,1.6759927194452138,1.8415484815571417,230.95025154502827,0.026163209615848827,0.40863836120319147,0.21493148593486722,1.3856950159430294e-12
NorESM2-MM,r1i1p1f1,2.3228047292181806,1.710088654702231,1.4947694214262066,217.08005894770884,0.023309290014902347,0.3616250575089295,0.14811570729557882,8.406558836634795e-13
SAM0-UNICON,r1i1p1f1,4.006249962225646,2.201867686758598,0.8166663789517694,4.58069413421993,299.109808980825,0.10350665779663265,0.40202722321779316,0.45288506021084407
TaiESM1,r1i1p1f1,4.6651546373042185,2.4436779222348077,1.1479305796267034,6.745932872239161,288.28926290179817,0.151365576271049,0.4294093731776615,0.5640400597062889
UKESM1-0-LL,r1i1p1f2,5.626080374142002,2.844642944479982,0.7600886447474087,10.36901184120295,292.974225272045,0.21788016041274372,0.5554287624874181,0.7516245094961738
